Resetting envs
Envs resetted
Total steps: 32474400
Total steps: 32476800
Total steps: 32479200
Total steps: 32481600
Total steps: 32484000
Total steps: 32486400
Total steps: 32488800
Total steps: 32491200
Total steps: 32493600
Total steps: 32496000
Total steps: 32498400
Total steps: 32500800
Total steps: 32503200
Total steps: 32505600
Total steps: 32508000
Total steps: 32510400
Total steps: 32512800
Total steps: 32515200
Total steps: 32517600
Total steps: 32520000
Total steps: 32522400
Total steps: 32524800
Total steps: 32527200
Total steps: 32529600
Total steps: 32532000
Total steps: 32534400
Total steps: 32536800
Total steps: 32539200
Total steps: 32541600
Total steps: 32544000
Total steps: 32546400
Total steps: 32548800
Total steps: 32551200
Total steps: 32553600
Total steps: 32556000
Total steps: 32558400
Total steps: 32560800
Total steps: 32563200
Total steps: 32565600
Total steps: 32568000
Total steps: 32570400
Total steps: 32572800
Total steps: 32575200
Total steps: 32577600
Total steps: 32580000
Total steps: 32582400
Total steps: 32584800
Total steps: 32587200
Total steps: 32589600
Total steps: 32592000
Total steps: 32594400
Total steps: 32596800
Total steps: 32599200
Total steps: 32601600
Total steps: 32604000
Total steps: 32606400
Total steps: 32608800
Total steps: 32611200
Total steps: 32613600
Total steps: 32616000
Total steps: 32618400
Total steps: 32620800
Total steps: 32623200
Total steps: 32625600
Total steps: 32628000
Total steps: 32630400
Total steps: 32632800
Total steps: 32635200
Total steps: 32637600
Total steps: 32640000
Total steps: 32642400
Total steps: 32644800
Total steps: 32647200
Total steps: 32649600
Total steps: 32652000
Total steps: 32654400
Total steps: 32656800
Total steps: 32659200
Total steps: 32661600
Total steps: 32664000
Total steps: 32666400
Total steps: 32668800
Total steps: 32671200
Total steps: 32673600
Total steps: 32676000
Total steps: 32678400
Total steps: 32680800
Total steps: 32683200
Total steps: 32685600
Total steps: 32688000
Total steps: 32690400
Total steps: 32692800
Total steps: 32695200
Total steps: 32697600
Total steps: 32700000
Total steps: 32702400
Total steps: 32704800
Total steps: 32707200
Total steps: 32709600
Total steps: 32712000
Total steps: 32714400
Total steps: 32716800
Total steps: 32719200
Total steps: 32721600
Total steps: 32724000
Total steps: 32726400
Total steps: 32728800
Total steps: 32731200
Total steps: 32733600
Total steps: 32736000
Total steps: 32738400
Total steps: 32740800
Total steps: 32743200
Total steps: 32745600
Total steps: 32748000
Total steps: 32750400
Total steps: 32752800
Total steps: 32755200
Total steps: 32757600
Total steps: 32760000
Total steps: 32762400
Total steps: 32764800
Total steps: 32767200
Total steps: 32769600
Total steps: 32772000
Total steps: 32774400
Total steps: 32776800
Total steps: 32779200
Total steps: 32781600
Total steps: 32784000
Total steps: 32786400
Total steps: 32788800
Total steps: 32791200
Total steps: 32793600
Total steps: 32796000
Total steps: 32798400
Total steps: 32800800
Total steps: 32803200
Total steps: 32805600
Total steps: 32808000
Total steps: 32810400
Total steps: 32812800
Total steps: 32815200
Total steps: 32817600
Total steps: 32820000
Total steps: 32822400
Total steps: 32824800
Total steps: 32827200
Total steps: 32829600
Total steps: 32832000
Total steps: 32834400
Total steps: 32836800
Total steps: 32839200
Total steps: 32841600
Total steps: 32844000
Total steps: 32846400
Total steps: 32848800
Total steps: 32851200
Total steps: 32853600
Total steps: 32856000
Total steps: 32858400
Total steps: 32860800
Total steps: 32863200
Total steps: 32865600
Total steps: 32868000
Total steps: 32870400
Total steps: 32872800
Total steps: 32875200
Total steps: 32877600
Total steps: 32880000
Total steps: 32882400
Total steps: 32884800
Total steps: 32887200
Total steps: 32889600
Total steps: 32892000
Total steps: 32894400
Total steps: 32896800
Total steps: 32899200
Total steps: 32901600
Total steps: 32904000
Total steps: 32906400
Total steps: 32908800
Total steps: 32911200
Total steps: 32913600
Total steps: 32916000
Total steps: 32918400
Total steps: 32920800
Total steps: 32923200
Total steps: 32925600
Total steps: 32928000
Total steps: 32930400
Total steps: 32932800
Total steps: 32935200
Total steps: 32937600
Total steps: 32940000
Total steps: 32942400
Total steps: 32944800
Total steps: 32947200
Total steps: 32949600
Total steps: 32952000
Total steps: 32954400
Total steps: 32956800
Total steps: 32959200
Total steps: 32961600
Total steps: 32964000
Total steps: 32966400
Total steps: 32968800
Total steps: 32971200
Total steps: 32973600
Total steps: 32976000
Total steps: 32978400
Total steps: 32980800
Total steps: 32983200
Total steps: 32985600
Total steps: 32988000
Total steps: 32990400
Total steps: 32992800
Total steps: 32995200
Total steps: 32997600
Total steps: 33000000
Total steps: 33002400
Total steps: 33004800
Total steps: 33007200
Total steps: 33009600
Total steps: 33012000
Total steps: 33014400
Total steps: 33016800
Total steps: 33019200
Total steps: 33021600
Total steps: 33024000
Total steps: 33026400
Total steps: 33028800
Total steps: 33031200
Total steps: 33033600
Total steps: 33036000
Total steps: 33038400
Total steps: 33040800
Total steps: 33043200
Total steps: 33045600
Total steps: 33048000
Total steps: 33050400
Total steps: 33052800
Total steps: 33055200
Total steps: 33057600
Total steps: 33060000
Total steps: 33062400
Total steps: 33064800
Total steps: 33067200
Total steps: 33069600
Total steps: 33072000
Total steps: 33074400
Total steps: 33076800
Total steps: 33079200
Total steps: 33081600
Total steps: 33084000
Total steps: 33086400
Total steps: 33088800
Total steps: 33091200
Total steps: 33093600
Total steps: 33096000
Total steps: 33098400
Total steps: 33100800
Total steps: 33103200
Total steps: 33105600
Total steps: 33108000
Total steps: 33110400
Total steps: 33112800
Total steps: 33115200
Total steps: 33117600
Total steps: 33120000
Total steps: 33122400
Total steps: 33124800
Total steps: 33127200
Total steps: 33129600
Total steps: 33132000
Total steps: 33134400
Total steps: 33136800
Total steps: 33139200
Total steps: 33141600
Total steps: 33144000
Total steps: 33146400
Total steps: 33148800
Total steps: 33151200
Total steps: 33153600
Total steps: 33156000
Total steps: 33158400
Total steps: 33160800
Total steps: 33163200
Total steps: 33165600
Total steps: 33168000
Total steps: 33170400
Total steps: 33172800
Total steps: 33175200
Total steps: 33177600
Total steps: 33180000
Total steps: 33182400
Total steps: 33184800
Total steps: 33187200
Total steps: 33189600
Total steps: 33192000
Total steps: 33194400
Total steps: 33196800
Total steps: 33199200
Total steps: 33201600
Total steps: 33204000
Total steps: 33206400
Total steps: 33208800
Total steps: 33211200
Total steps: 33213600
Total steps: 33216000
Total steps: 33218400
Total steps: 33220800
Total steps: 33223200
Total steps: 33225600
Total steps: 33228000
Total steps: 33230400
Total steps: 33232800
Total steps: 33235200
Total steps: 33237600
Total steps: 33240000
Total steps: 33242400
Total steps: 33244800
Total steps: 33247200
Total steps: 33249600
Total steps: 33252000
Total steps: 33254400
Total steps: 33256800
Total steps: 33259200
Total steps: 33261600
Total steps: 33264000
Total steps: 33266400
Total steps: 33268800
Total steps: 33271200
Total steps: 33273600
Total steps: 33276000
Total steps: 33278400
Total steps: 33280800
Total steps: 33283200
Total steps: 33285600
Total steps: 33288000
Total steps: 33290400
Total steps: 33292800
Total steps: 33295200
Total steps: 33297600
Total steps: 33300000
Total steps: 33302400
Total steps: 33304800
Total steps: 33307200
Total steps: 33309600
Total steps: 33312000
Total steps: 33314400
Total steps: 33316800
Total steps: 33319200
Total steps: 33321600
Total steps: 33324000
Total steps: 33326400
Total steps: 33328800
Total steps: 33331200
Total steps: 33333600
Total steps: 33336000
Total steps: 33338400
Total steps: 33340800
Total steps: 33343200
Total steps: 33345600
Total steps: 33348000
Total steps: 33350400
Total steps: 33352800
Total steps: 33355200
Total steps: 33357600
Total steps: 33360000
Total steps: 33362400
Total steps: 33364800
Total steps: 33367200
Total steps: 33369600
Total steps: 33372000
Total steps: 33374400
Total steps: 33376800
Total steps: 33379200
Total steps: 33381600
Total steps: 33384000
Total steps: 33386400
Total steps: 33388800
Total steps: 33391200
Total steps: 33393600
Total steps: 33396000
Total steps: 33398400
Total steps: 33400800
Total steps: 33403200
Total steps: 33405600
Total steps: 33408000
Total steps: 33410400
Total steps: 33412800
Total steps: 33415200
Total steps: 33417600
Total steps: 33420000
Total steps: 33422400
Total steps: 33424800
Total steps: 33427200
Total steps: 33429600
Total steps: 33432000
Total steps: 33434400
Total steps: 33436800
Total steps: 33439200
Total steps: 33441600
Total steps: 33444000
Total steps: 33446400
Total steps: 33448800
Total steps: 33451200
Total steps: 33453600
Total steps: 33456000
Total steps: 33458400
Total steps: 33460800
Total steps: 33463200
Total steps: 33465600
Total steps: 33468000
Total steps: 33470400
Total steps: 33472800
Total steps: 33475200
Total steps: 33477600
Total steps: 33480000
Total steps: 33482400
Total steps: 33484800
Total steps: 33487200
Total steps: 33489600
Total steps: 33492000
Total steps: 33494400
Total steps: 33496800
Total steps: 33499200
Total steps: 33501600
Total steps: 33504000
Total steps: 33506400
Total steps: 33508800
Total steps: 33511200
Total steps: 33513600
Total steps: 33516000
Total steps: 33518400
Total steps: 33520800
Total steps: 33523200
Total steps: 33525600
Total steps: 33528000
Total steps: 33530400
Total steps: 33532800
Total steps: 33535200
Total steps: 33537600
Total steps: 33540000
Total steps: 33542400
Total steps: 33544800
Total steps: 33547200
Total steps: 33549600
Total steps: 33552000
Total steps: 33554400
Total steps: 33556800
Total steps: 33559200
Total steps: 33561600
Total steps: 33564000
Total steps: 33566400
Total steps: 33568800
Total steps: 33571200
Total steps: 33573600
Total steps: 33576000
Total steps: 33578400
Total steps: 33580800
Total steps: 33583200
Total steps: 33585600
Total steps: 33588000
Total steps: 33590400
Total steps: 33592800
Total steps: 33595200
Total steps: 33597600
Total steps: 33600000
Total steps: 33602400
Total steps: 33604800
Total steps: 33607200
Total steps: 33609600
Total steps: 33612000
Total steps: 33614400
Total steps: 33616800
Total steps: 33619200
Total steps: 33621600
Total steps: 33624000
Total steps: 33626400
Total steps: 33628800
Total steps: 33631200
Total steps: 33633600
Total steps: 33636000
Total steps: 33638400
Total steps: 33640800
Total steps: 33643200
Total steps: 33645600
Total steps: 33648000
Total steps: 33650400
Total steps: 33652800
Total steps: 33655200
Total steps: 33657600
Total steps: 33660000
Total steps: 33662400
Total steps: 33664800
Total steps: 33667200
Total steps: 33669600
Total steps: 33672000
Total steps: 33674400
Total steps: 33676800
Total steps: 33679200
Total steps: 33681600
Total steps: 33684000
Total steps: 33686400
Total steps: 33688800
Total steps: 33691200
Total steps: 33693600
Total steps: 33696000
Total steps: 33698400
Total steps: 33700800
Total steps: 33703200
Total steps: 33705600
Total steps: 33708000
Total steps: 33710400
Total steps: 33712800
Total steps: 33715200
Total steps: 33717600
Total steps: 33720000
Total steps: 33722400
Total steps: 33724800
Total steps: 33727200
Total steps: 33729600
Total steps: 33732000
Total steps: 33734400
Total steps: 33736800
Total steps: 33739200
Total steps: 33741600
Total steps: 33744000
Total steps: 33746400
Total steps: 33748800
Total steps: 33751200
Total steps: 33753600
Total steps: 33756000
Total steps: 33758400
Total steps: 33760800
Total steps: 33763200
Total steps: 33765600
Total steps: 33768000
Total steps: 33770400
Total steps: 33772800
Total steps: 33775200
Total steps: 33777600
Total steps: 33780000
Total steps: 33782400
Total steps: 33784800
Total steps: 33787200
Total steps: 33789600
Total steps: 33792000
Total steps: 33794400
Total steps: 33796800
Total steps: 33799200
Total steps: 33801600
Total steps: 33804000
Total steps: 33806400
Total steps: 33808800
Total steps: 33811200
Total steps: 33813600
Total steps: 33816000
Total steps: 33818400
Total steps: 33820800
Total steps: 33823200
Total steps: 33825600
Total steps: 33828000
Total steps: 33830400
Total steps: 33832800
Total steps: 33835200
Total steps: 33837600
Total steps: 33840000
Total steps: 33842400
Total steps: 33844800
Total steps: 33847200
Total steps: 33849600
Total steps: 33852000
Total steps: 33854400
Total steps: 33856800
Total steps: 33859200
Total steps: 33861600
Total steps: 33864000
Total steps: 33866400
Total steps: 33868800
Total steps: 33871200
Total steps: 33873600
Total steps: 33876000
Total steps: 33878400
Total steps: 33880800
Total steps: 33883200
Total steps: 33885600
Total steps: 33888000
Total steps: 33890400
Total steps: 33892800
Total steps: 33895200
Total steps: 33897600
Total steps: 33900000
Total steps: 33902400
Total steps: 33904800
Total steps: 33907200
Total steps: 33909600
Total steps: 33912000
Total steps: 33914400
Total steps: 33916800
Total steps: 33919200
Total steps: 33921600
Total steps: 33924000
Total steps: 33926400
Total steps: 33928800
Total steps: 33931200
Total steps: 33933600
Total steps: 33936000
Total steps: 33938400
Total steps: 33940800
Total steps: 33943200
Total steps: 33945600
Total steps: 33948000
Total steps: 33950400
Total steps: 33952800
Total steps: 33955200
Total steps: 33957600
Total steps: 33960000
Total steps: 33962400
Total steps: 33964800
Total steps: 33967200
Total steps: 33969600
Total steps: 33972000
Total steps: 33974400
Total steps: 33976800
Total steps: 33979200
Total steps: 33981600
Total steps: 33984000
Total steps: 33986400
Total steps: 33988800
Total steps: 33991200
Total steps: 33993600
Total steps: 33996000
Total steps: 33998400
Total steps: 34000800
Total steps: 34003200
Total steps: 34005600
Total steps: 34008000
Total steps: 34010400
Total steps: 34012800
Total steps: 34015200
Total steps: 34017600
Total steps: 34020000
Total steps: 34022400
Total steps: 34024800
Total steps: 34027200
Total steps: 34029600
Total steps: 34032000
Total steps: 34034400
Total steps: 34036800
Total steps: 34039200
Total steps: 34041600
Total steps: 34044000
Total steps: 34046400
Total steps: 34048800
Total steps: 34051200
Total steps: 34053600
Total steps: 34056000
Total steps: 34058400
Total steps: 34060800
Total steps: 34063200
Total steps: 34065600
Total steps: 34068000
Total steps: 34070400
Total steps: 34072800
Total steps: 34075200
Total steps: 34077600
Total steps: 34080000
Total steps: 34082400
Total steps: 34084800
Total steps: 34087200
Total steps: 34089600
Total steps: 34092000
Total steps: 34094400
Total steps: 34096800
Total steps: 34099200
Total steps: 34101600
Total steps: 34104000
Total steps: 34106400
Total steps: 34108800
Total steps: 34111200
Total steps: 34113600
Total steps: 34116000
Total steps: 34118400
Total steps: 34120800
Total steps: 34123200
Total steps: 34125600
Total steps: 34128000
Total steps: 34130400
Total steps: 34132800
Total steps: 34135200
Total steps: 34137600
Total steps: 34140000
Total steps: 34142400
Total steps: 34144800
Total steps: 34147200
Total steps: 34149600
Total steps: 34152000
Total steps: 34154400
Total steps: 34156800
Total steps: 34159200
Total steps: 34161600
Total steps: 34164000
Total steps: 34166400
Total steps: 34168800
Total steps: 34171200
Total steps: 34173600
Total steps: 34176000
Total steps: 34178400
Total steps: 34180800
Total steps: 34183200
Total steps: 34185600
Total steps: 34188000
Total steps: 34190400
Total steps: 34192800
Total steps: 34195200
Total steps: 34197600
Total steps: 34200000
Total steps: 34202400
Total steps: 34204800
Total steps: 34207200
Total steps: 34209600
Total steps: 34212000
Total steps: 34214400
Total steps: 34216800
Total steps: 34219200
Total steps: 34221600
Total steps: 34224000
Total steps: 34226400
Total steps: 34228800
Total steps: 34231200
Total steps: 34233600
Total steps: 34236000
Total steps: 34238400
Total steps: 34240800
Total steps: 34243200
Total steps: 34245600
Total steps: 34248000
Total steps: 34250400
Total steps: 34252800
Total steps: 34255200
Total steps: 34257600
Total steps: 34260000
Total steps: 34262400
Total steps: 34264800
Total steps: 34267200
Total steps: 34269600
Total steps: 34272000
Total steps: 34274400
Total steps: 34276800
Total steps: 34279200
Total steps: 34281600
Total steps: 34284000
Total steps: 34286400
Total steps: 34288800
Total steps: 34291200
Total steps: 34293600
Total steps: 34296000
Total steps: 34298400
Total steps: 34300800
Total steps: 34303200
Total steps: 34305600
Total steps: 34308000
Total steps: 34310400
Total steps: 34312800
Total steps: 34315200
Total steps: 34317600
Total steps: 34320000
Total steps: 34322400
Total steps: 34324800
Total steps: 34327200
Total steps: 34329600
Total steps: 34332000
Total steps: 34334400
Total steps: 34336800
Total steps: 34339200
Total steps: 34341600
Total steps: 34344000
Total steps: 34346400
Total steps: 34348800
Total steps: 34351200
Total steps: 34353600
Total steps: 34356000
Total steps: 34358400
Total steps: 34360800
Total steps: 34363200
Total steps: 34365600
Total steps: 34368000
Total steps: 34370400
Total steps: 34372800
Total steps: 34375200
Total steps: 34377600
Total steps: 34380000
Total steps: 34382400
Total steps: 34384800
Total steps: 34387200
Total steps: 34389600
Total steps: 34392000
Total steps: 34394400
Total steps: 34396800
Total steps: 34399200
Total steps: 34401600
Total steps: 34404000
Total steps: 34406400
Total steps: 34408800
Total steps: 34411200
Total steps: 34413600
Total steps: 34416000
Total steps: 34418400
Total steps: 34420800
Total steps: 34423200
Total steps: 34425600
Total steps: 34428000
Total steps: 34430400
Total steps: 34432800
Total steps: 34435200
Total steps: 34437600
Total steps: 34440000
Total steps: 34442400
Total steps: 34444800
Total steps: 34447200
Total steps: 34449600
Total steps: 34452000
Total steps: 34454400
Total steps: 34456800
Total steps: 34459200
Total steps: 34461600
Total steps: 34464000
Total steps: 34466400
Total steps: 34468800
Total steps: 34471200
Total steps: 34473600
Total steps: 34476000
Total steps: 34478400
Total steps: 34480800
Total steps: 34483200
Total steps: 34485600
Total steps: 34488000
Total steps: 34490400
Total steps: 34492800
Total steps: 34495200
Total steps: 34497600
Total steps: 34500000
Total steps: 34502400
Total steps: 34504800
Total steps: 34507200
Total steps: 34509600
Total steps: 34512000
Total steps: 34514400
Total steps: 34516800
Total steps: 34519200
Total steps: 34521600
Total steps: 34524000
Total steps: 34526400
Total steps: 34528800
Total steps: 34531200
Total steps: 34533600
Total steps: 34536000
Total steps: 34538400
Total steps: 34540800
Total steps: 34543200
Total steps: 34545600
Total steps: 34548000
Total steps: 34550400
Total steps: 34552800
Total steps: 34555200
Total steps: 34557600
Total steps: 34560000
Total steps: 34562400
Total steps: 34564800
Total steps: 34567200
Total steps: 34569600
Total steps: 34572000
Total steps: 34574400
Total steps: 34576800
Total steps: 34579200
Total steps: 34581600
Total steps: 34584000
Total steps: 34586400
Total steps: 34588800
Total steps: 34591200
Total steps: 34593600
Total steps: 34596000
Total steps: 34598400
Total steps: 34600800
Total steps: 34603200
Total steps: 34605600
Total steps: 34608000
Total steps: 34610400
Total steps: 34612800
Total steps: 34615200
Total steps: 34617600
Total steps: 34620000
Total steps: 34622400
Total steps: 34624800
Total steps: 34627200
Total steps: 34629600
Total steps: 34632000
Total steps: 34634400
Total steps: 34636800
Total steps: 34639200
Total steps: 34641600
Total steps: 34644000
Total steps: 34646400
Total steps: 34648800
Total steps: 34651200
Total steps: 34653600
Total steps: 34656000
Total steps: 34658400
Total steps: 34660800
Total steps: 34663200
Total steps: 34665600
Total steps: 34668000
Total steps: 34670400
Total steps: 34672800
Total steps: 34675200
Total steps: 34677600
Total steps: 34680000
Total steps: 34682400
Total steps: 34684800
Total steps: 34687200
Total steps: 34689600
Total steps: 34692000
Total steps: 34694400
Total steps: 34696800
Total steps: 34699200
Total steps: 34701600
Total steps: 34704000
Total steps: 34706400
Total steps: 34708800
Total steps: 34711200
Total steps: 34713600
Total steps: 34716000
Total steps: 34718400
Total steps: 34720800
Total steps: 34723200
Total steps: 34725600
Total steps: 34728000
Total steps: 34730400
Total steps: 34732800
Total steps: 34735200
Total steps: 34737600
Total steps: 34740000
Total steps: 34742400
Total steps: 34744800
Total steps: 34747200
Total steps: 34749600
Total steps: 34752000
Total steps: 34754400
Total steps: 34756800
Total steps: 34759200
Total steps: 34761600
Total steps: 34764000
Total steps: 34766400
Total steps: 34768800
Total steps: 34771200
Total steps: 34773600
Total steps: 34776000
Total steps: 34778400
Total steps: 34780800
Total steps: 34783200
Total steps: 34785600
Total steps: 34788000
Total steps: 34790400
Total steps: 34792800
Total steps: 34795200
Total steps: 34797600
Total steps: 34800000
Total steps: 34802400
Total steps: 34804800
Total steps: 34807200
Total steps: 34809600
Total steps: 34812000
Total steps: 34814400
Total steps: 34816800
Total steps: 34819200
Total steps: 34821600
Total steps: 34824000
Total steps: 34826400
Total steps: 34828800
Total steps: 34831200
Total steps: 34833600
Total steps: 34836000
Total steps: 34838400
Total steps: 34840800
Total steps: 34843200
Total steps: 34845600
Total steps: 34848000
Total steps: 34850400
Total steps: 34852800
Total steps: 34855200
Total steps: 34857600
Total steps: 34860000
Total steps: 34862400
Total steps: 34864800
Total steps: 34867200
Total steps: 34869600
Total steps: 34872000
Total steps: 34874400
Total steps: 34876800
Total steps: 34879200
Total steps: 34881600
Total steps: 34884000
Total steps: 34886400
Total steps: 34888800
Total steps: 34891200
Total steps: 34893600
Total steps: 34896000
Total steps: 34898400
Total steps: 34900800
Total steps: 34903200
Total steps: 34905600
Total steps: 34908000
Total steps: 34910400
Total steps: 34912800
Total steps: 34915200
Total steps: 34917600
Total steps: 34920000
Total steps: 34922400
Total steps: 34924800
Total steps: 34927200
Total steps: 34929600
Total steps: 34932000
Total steps: 34934400
Total steps: 34936800
Total steps: 34939200
Total steps: 34941600
Total steps: 34944000
Total steps: 34946400
Total steps: 34948800
Total steps: 34951200
Total steps: 34953600
Total steps: 34956000
Total steps: 34958400
Total steps: 34960800
Total steps: 34963200
Total steps: 34965600
Total steps: 34968000
Total steps: 34970400
Total steps: 34972800
Total steps: 34975200
Total steps: 34977600
Total steps: 34980000
Total steps: 34982400
Total steps: 34984800
Total steps: 34987200
Total steps: 34989600
Total steps: 34992000
Total steps: 34994400
Total steps: 34996800
Total steps: 34999200
Total steps: 35001600
Total steps: 35004000
Total steps: 35006400
Total steps: 35008800
Total steps: 35011200
Total steps: 35013600
Total steps: 35016000
Total steps: 35018400
Total steps: 35020800
Total steps: 35023200
Total steps: 35025600
Total steps: 35028000
Total steps: 35030400
Total steps: 35032800
Total steps: 35035200
Total steps: 35037600
Total steps: 35040000
Total steps: 35042400
Total steps: 35044800
Total steps: 35047200
Total steps: 35049600
Total steps: 35052000
Total steps: 35054400
Total steps: 35056800
Total steps: 35059200
Total steps: 35061600
Total steps: 35064000
Total steps: 35066400
Total steps: 35068800
Total steps: 35071200
Total steps: 35073600
Total steps: 35076000
Total steps: 35078400
Total steps: 35080800
Total steps: 35083200
Total steps: 35085600
Total steps: 35088000
Total steps: 35090400
Total steps: 35092800
Total steps: 35095200
Total steps: 35097600
Total steps: 35100000
Total steps: 35102400
Total steps: 35104800
Total steps: 35107200
Total steps: 35109600
Total steps: 35112000
Total steps: 35114400
Total steps: 35116800
Total steps: 35119200
Total steps: 35121600
Total steps: 35124000
Total steps: 35126400
Total steps: 35128800
Total steps: 35131200
Total steps: 35133600
Total steps: 35136000
Total steps: 35138400
Total steps: 35140800
Total steps: 35143200
Total steps: 35145600
Total steps: 35148000
Total steps: 35150400
Total steps: 35152800
Total steps: 35155200
Total steps: 35157600
Total steps: 35160000
Total steps: 35162400
Total steps: 35164800
Total steps: 35167200
Total steps: 35169600
Total steps: 35172000
Total steps: 35174400
Total steps: 35176800
Total steps: 35179200
Total steps: 35181600
Total steps: 35184000
Total steps: 35186400
Total steps: 35188800
Total steps: 35191200
Total steps: 35193600
Total steps: 35196000
Total steps: 35198400
Total steps: 35200800
Total steps: 35203200
Total steps: 35205600
Total steps: 35208000
Total steps: 35210400
Total steps: 35212800
Total steps: 35215200
Total steps: 35217600
Total steps: 35220000
Total steps: 35222400
Total steps: 35224800
Total steps: 35227200
Total steps: 35229600
Total steps: 35232000
Total steps: 35234400
Total steps: 35236800
Total steps: 35239200
Total steps: 35241600
Total steps: 35244000
Total steps: 35246400
Total steps: 35248800
Total steps: 35251200
Total steps: 35253600
Total steps: 35256000
Total steps: 35258400
Total steps: 35260800
Total steps: 35263200
Total steps: 35265600
Total steps: 35268000
Total steps: 35270400
Total steps: 35272800
Total steps: 35275200
Total steps: 35277600
Total steps: 35280000
Total steps: 35282400
Total steps: 35284800
Total steps: 35287200
Total steps: 35289600
Total steps: 35292000
Total steps: 35294400
Total steps: 35296800
Total steps: 35299200
Total steps: 35301600
Total steps: 35304000
Total steps: 35306400
Total steps: 35308800
Total steps: 35311200
Total steps: 35313600
Total steps: 35316000
Total steps: 35318400
Total steps: 35320800
Total steps: 35323200
Total steps: 35325600
Total steps: 35328000
Total steps: 35330400
Total steps: 35332800
Total steps: 35335200
Total steps: 35337600
Total steps: 35340000
Total steps: 35342400
Total steps: 35344800
Total steps: 35347200
Total steps: 35349600
Total steps: 35352000
Total steps: 35354400
Total steps: 35356800
Total steps: 35359200
Total steps: 35361600
Total steps: 35364000
Total steps: 35366400
Total steps: 35368800
Total steps: 35371200
Total steps: 35373600
Total steps: 35376000
Total steps: 35378400
Total steps: 35380800
Total steps: 35383200
Total steps: 35385600
Total steps: 35388000
Total steps: 35390400
Total steps: 35392800
Total steps: 35395200
Total steps: 35397600
Total steps: 35400000
Total steps: 35402400
Total steps: 35404800
Total steps: 35407200
Total steps: 35409600
Total steps: 35412000
Total steps: 35414400
Total steps: 35416800
Total steps: 35419200
Total steps: 35421600
Total steps: 35424000
Total steps: 35426400
Total steps: 35428800
Total steps: 35431200
Total steps: 35433600
Total steps: 35436000
Total steps: 35438400
Total steps: 35440800
Total steps: 35443200
Total steps: 35445600
Total steps: 35448000
Total steps: 35450400
Total steps: 35452800
Total steps: 35455200
Total steps: 35457600
Total steps: 35460000
Total steps: 35462400
Total steps: 35464800
Total steps: 35467200
Total steps: 35469600
Total steps: 35472000
Total steps: 35474400
Total steps: 35476800
Total steps: 35479200
Total steps: 35481600
Total steps: 35484000
Total steps: 35486400
Total steps: 35488800
Total steps: 35491200
Total steps: 35493600
Total steps: 35496000
Total steps: 35498400
Total steps: 35500800
Total steps: 35503200
Total steps: 35505600
Total steps: 35508000
Total steps: 35510400
Total steps: 35512800
Total steps: 35515200
Total steps: 35517600
Total steps: 35520000
Total steps: 35522400
Total steps: 35524800
Total steps: 35527200
Total steps: 35529600
Total steps: 35532000
Total steps: 35534400
Total steps: 35536800
Total steps: 35539200
Total steps: 35541600
Total steps: 35544000
Total steps: 35546400
Total steps: 35548800
Total steps: 35551200
Total steps: 35553600
Total steps: 35556000
Total steps: 35558400
Total steps: 35560800
Total steps: 35563200
Total steps: 35565600
Total steps: 35568000
Total steps: 35570400
Total steps: 35572800
Total steps: 35575200
Total steps: 35577600
Total steps: 35580000
Total steps: 35582400
Total steps: 35584800
Total steps: 35587200
Total steps: 35589600
Total steps: 35592000
Total steps: 35594400
Total steps: 35596800
Total steps: 35599200
Total steps: 35601600
Total steps: 35604000
Total steps: 35606400
Total steps: 35608800
Total steps: 35611200
Total steps: 35613600
Total steps: 35616000
Total steps: 35618400
Total steps: 35620800
Total steps: 35623200
Total steps: 35625600
Total steps: 35628000
Total steps: 35630400
Total steps: 35632800
Total steps: 35635200
Total steps: 35637600
Total steps: 35640000
Total steps: 35642400
Total steps: 35644800
Total steps: 35647200
Total steps: 35649600
Total steps: 35652000
Total steps: 35654400
Total steps: 35656800
Total steps: 35659200
Total steps: 35661600
Total steps: 35664000
Total steps: 35666400
Total steps: 35668800
Total steps: 35671200
Total steps: 35673600
Total steps: 35676000
Total steps: 35678400
Total steps: 35680800
Total steps: 35683200
Total steps: 35685600
Total steps: 35688000
Total steps: 35690400
Total steps: 35692800
Total steps: 35695200
Total steps: 35697600
Total steps: 35700000
Total steps: 35702400
Total steps: 35704800
Total steps: 35707200
Total steps: 35709600
Total steps: 35712000
Total steps: 35714400
Total steps: 35716800
Total steps: 35719200
Total steps: 35721600
Total steps: 35724000
Total steps: 35726400
Total steps: 35728800
Total steps: 35731200
Total steps: 35733600
Total steps: 35736000
Total steps: 35738400
Total steps: 35740800
Total steps: 35743200
Total steps: 35745600
Total steps: 35748000
Total steps: 35750400
Total steps: 35752800
Total steps: 35755200
Total steps: 35757600
Total steps: 35760000
Total steps: 35762400
Total steps: 35764800
Total steps: 35767200
Total steps: 35769600
Total steps: 35772000
Total steps: 35774400
Total steps: 35776800
Total steps: 35779200
Total steps: 35781600
Total steps: 35784000
Total steps: 35786400
Total steps: 35788800
Total steps: 35791200
Total steps: 35793600
Total steps: 35796000
Total steps: 35798400
Total steps: 35800800
Total steps: 35803200
Total steps: 35805600
Total steps: 35808000
Total steps: 35810400
Total steps: 35812800
Total steps: 35815200
Total steps: 35817600
Total steps: 35820000
Total steps: 35822400
Total steps: 35824800
Total steps: 35827200
